,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,General_matching_score_dict
49,rec5cyo27dqhUGxJG,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.8286,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.75,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The candidate has MS degree which covers some of the job requirement. The candidate has Python hardskill and MS degree which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
50,rec5JEbnrl9wBzhtx,reczkFBZXTtSjNX96,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers 4 out of 6 skills required for the job. The candidate's location does not match the job location, but the candidate can speak the language required for the job.""
    }"
51,rec5QmMazJ6GT5pVa,recA3Ye1PMACJlO1Z,Rejected by CP,-0.56,-5.5,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has experience in AWS, GraphQL, Node.js which are required in the job. Candidate has Bachelor of Engineering degree which covers most of the job requirements. Candidate has experience in a tech start-up or large company and have stayed in a company for at least 2 years. Candidate can go to Americas/United-States which is the job location. Candidate can speak English which is the required language of the job.""
    }"
52,rec5wYOeJIZ68u1J6,recJHwegfLPOBlDmf,Rejected by CP,,,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has hardskills related to the job requirements such as CRM, marketing, web content, etc. The degree subject of the candidate is Management and organization which covers some of the job requirements. The candidate has the hardskills and degree subject to match the job position. The candidate can go to the job location and can speak all the languages required for the job.""
    }"
53,rec5Yk8EhCcWRBO0w,recdN16e9aiTj0z3a,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills related to the job requirements, such as business-development, communication, marketing, sales, and sales-management. The degree subject of the candidate is Digital Transformation of Businesses, which covers some of the skills required in the job requirements. The candidate is capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
54,rec5yqt3OcSYtLi7d,recUMYC6no6ATWX6U,Offer sent,-0.01,-1.7,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.5,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has experience with outbound and inbound sales activities and contacting potential customers via different channels, which is related to the job requirement. Candidate can go to Europe, which is the same as the job location. Candidate can speak both German and English, which is the same as the job language requirement.""
    }"
55,rec6A71VLckkekRcg,recAtcVMDz425qUT3,Rejected by client,,-0.6,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.8,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job position. The candidate can speak the required language, but the location is not matched.""
    }"
56,rec6D4nfcNYvavfb8,recwMSrftJ7BbX5mZ,Sent to Client,,-0.832,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.3,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has automation and test-automation hardskills which are related to the job requirements. The candidate has language en which is the same as the job language requirement. The candidate does not have degree subjects related to the job requirements. The candidate's location is not the same as the job location.""
    }"
57,rec6FNehyv3hEEfQL,rec1fLbPRArMKBz4D,Sent to Client,,-0.1,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has leadership, negotiation and sales hardskills which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate can speak both English and local language which are required for the job.""
    }"
58,,rec9B1Iwayh8YU3pc,Sourced,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has hardskills related to the job requirements, and the degree subjects covers most of the job requirements. The candidate can go to the job location, but the candidate can not speak the required language.""
    }"
59,rec6iOvmhYpVjdg80,recsld3DKqBhnW6rg,Mission closed by client,-0.29,-0.5,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 2+ years experience in management consulting and data science, which is related to the job requirement. The candidate has a degree in Business Administration and Management, which covers some of the skills required in the job. The candidate has operations-management and saas hardskills, which are related to the job position. The candidate can go to the job location. The candidate can speak both Arabic and English, which are the required languages of the job.""
    }"
60,,rec2Xnb1aA6Evh8id,Rejected by CP,,,"{
    ""Hardskill_Matching_Score"": ""NA"",
    ""Degree_Subjects_Matching_Score"": ""NA"",
    ""Position_Matching_Score"": ""NA"",
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The job requires the candidate to have 5 to 10 years of experience as a Full Stack developer, previous experience in a scale-up (at least 2 years), mastery of Ruby and/or Django (at least 2 years old), back: Ruby, PostgreSQL, Heroku, front: Typescript, React native, React, French native/or professional level. The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team. The candidate's location matches the job location, and the candidate's language matches the job language.""
    }"
61,rec6KgoOQKoSQGLDO,recKmfrKT4uTpCS2x,Rejected by CP,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has driving license, leadership, management, marketing-communications and sales hardskills which are related to the job requirements. The degree subject of the candidate is Marketing Studies which covers some of the job requirements. The candidate is capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
62,rec6s8RKRQJPImR6O,recGxlU3W94snVhuH,Rejected by client,,-5.5,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": ""NA"",
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 0,
    ""Language_Matching_Score"": 0,
    ""Reason"": ""The candidate has management, project-management, sales and time-management hardskills which are related to the job requirements. The candidate does not have the degree subjects required for the job. The candidate has some of the hardskills and degree subjects required for the job position, but not all of them. The candidate's location does not match with the job location. The candidate's language does not match with the job language.""
    }"
63,rec6SzdF64ZaFjsZo,recUwquxTAuaSpYwc,Rejected by CP,,-9.0,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 hardskills which are related to the job position, Executive MBA degree which covers some of the job requirements, candidate can go to the job location, and candidate can speak all the languages required by the job.""
    }"
64,rec6wq0svJ6nP2ymx,rec7MvbTywFTvWryg,Rejected by CP,,-0.5,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers 6 out of 10 skills required by the job. The candidate can work remotely and travel to the headquarters in Paris from time to time to meet the team. The candidate can speak all the languages required by the job.""
    }"
65,,recMh3kDSANBvdJbu,Rejected by client 2nd round,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can go to the job location, but the candidate can only speak English and Hindi, not Marathi which is required for the job.""
    }"
66,rec766u42EkrqOJb6,recAtcVMDz425qUT3,Rejected by CP,,-0.5,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job. The candidate has all the language required, but the location is not matched.""
    }"
67,rec7Bi29zeh1NNTDp,recI8ZjHBtBdkYS21,Sent to Client,,-0.5,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""Candidate has sales hardskill which is related to the job position, but the degree subject is not related to the job requirement. Candidate can go to the job location, but the language is not matched with the job requirement.""
    }"
68,rec7CSaSOpwtcPcWg,recUMYC6no6ATWX6U,Sent to Client,,-2.4,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job position, and the candidate can go to the job location and speak all the languages required for the job.""
    }"
69,rec7dyYHSL2d7e6IO,rec6N2U5wJf7t3ySH,Rejected by client,-0.03,-3.0,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0.5,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has .net, ignite-ux, java, oracle, sap, sql-plus, vmware hardskills which are related to the job requirements. The candidate has DIRECTION of INFORMATION TECHNOLOGIES degree subjects which are related to the job requirements. The candidate has experience in a start-up (2-3 years) with a tech position with responsabilities, have an entrepreneur / startup mindset (likes taking risks), stayed at his previous positions for at least one year, experience with agronomic and technical issues (Vertical Farming), worked in greenhouse hydroponics, all types of technology are accepted, very good technical level based on hardware and software development experience in various technological environments, knowledge of UX which are related to the job position. The candidate can travel to europe and worldwide which is related to the job locations. The candidate can speak es, fr, it, pt which are all the job languages.""
    }"
70,rec7eVftKDyqe2EIZ,recsld3DKqBhnW6rg,Rejected by CP,,-7.9,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required in the job description, and the degree subject Commerce covers some of the skills required in the job description. The candidate can go to the job location and can speak both Arabic and English which are required in the job description.""
    }"
71,rec7j0nOC3naQbnrD,recdN16e9aiTj0z3a,Sent to Client,,-0.2,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job. The candidate is capable of the job position and can go to the job location and speak the required languages.""
    }"
72,rec7Km0jBBl1KdxsN,recObvBwoSTSuFEll,Rejected by client,,-1.0,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has 2 out of 3 hardskills required, degree subjects covers most of the job requirement, candidate can work remotely and can speak both English and French.""
    }"
73,rec7pNzskjbOedBt2,recBNbiMFDkK5SgOv,Rejected by CP,,-0.2,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience in a foodtech environment and excellent sales, communication and negotiation skills. The candidate has a degree in a related field and can speak the required languages. The candidate is located in the required location and is proficient in the Hubspot CRM software.""
    }"
74,rec7QVOoePgWt85Nt,rec2jbStt0bBp170k,Rejected by CP,,,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.3,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3+ years of experience as a Graphic Designer, which is related to the job requirement. The candidate can go to the job location and speak the required language. However, the candidate does not have a degree in Graphic Design and/or Visual Communication, so the position matching score is low.""
    }"
75,rec7S4B015k4BjoVd,recu8QJacyAODTIeX,Mission closed by client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject Political Science covers some of the skills required for the job. The candidate's language matches the job requirement, but the location does not match.""
    }"
76,rec7WQ2tEgqA2yPdd,recu8QJacyAODTIeX,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5+ years of experience in B2B sales management, has leadership, PPC, analytics, communication, CRO, e-commerce and SaaS hardskills, has a degree in business management, can go to Europe/United Kingdom/England, and can speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency.""
    }"
77,rec7Zx0tEx5kPB1No,rec0t420QAE6AgEAn,Screened by CP,-0.18,-3.4963,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job, but the location does not match.""
    }"
78,rec859nIlixJ5qnFW,recA3Ye1PMACJlO1Z,Rejected by CP,-0.28,-0.5,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.9,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 0,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 9 hardskills required for the job, and the degree subject Computer Science covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match.""
    }"
79,rec89hHTnNaf2g3A1,recwMSrftJ7BbX5mZ,Rejected by client,,-1.168,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.75,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The candidate has B.Tech degree which covers some of the job requirement. The candidate has Python hardskill and B.Tech degree which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
80,rec8aKpK3QezNFX61,recAtcVMDz425qUT3,Rejected by client,,-77.5,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of the 7 required hardskills, and the degree subject is related to the job position. The candidate's language matches the job language, but the location does not match.""
    }"
81,rec8EIx4pU1shuKLx,recavhovBsS2p3eZO,Sent to Client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language requirements for the job, but the location does not match.""
    }"
82,rec8HSO03c63Hqdb7,rec25eM1zf8i9g7V4,Rejected by CP,,,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.5,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills in python and selenium which are related to the job requirements. The candidate can work in the job location and can speak the required language. The candidate does not have a degree in computer science or IT, so the degree subjects matching score is not applicable.""
    }"
83,rec8iiBI1SdCaTj9D,rec11F8d7djUmcYvT,Rejected by CP,,-0.0,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a Bachelor or Master in business, and has experience in sales which is related to the job position. The candidate is based in the same location as the job, and can speak both English and the local language. Therefore, the candidate is a good fit for the job.""
    }"
84,rec8Jgcpsbq3wmvcE,recA3Ye1PMACJlO1Z,Rejected by CP,-0.14,-5.5,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has 4 out of 5 hardskills required in the job description, degree subject is Software Engineering which covers most of the job requirement, candidate has 4 out of 5 hardskills and degree subject which is enough for the job position, candidate location is not matched with the job location, candidate language is matched with the job language.""
    }"
85,rec8NOT7DkgFxWfXW,rec7MvbTywFTvWryg,Rejected by CP,,-0.0,"{
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.5,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subject Business Management covers some of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate can speak all the languages required by the job.""
    }"
86,rec8OovnmiaWyj5W3,rec5J1KpQYUAeo0rW,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5+ years of experience in B2B sales management, has a degree in International Business, has the hardskills of Microsoft Office and MS Excel Pivot Tables, is located in Spain and speaks English, Spanish, German, Italian and Portuguese with full professional proficiency, which matches the job requirements perfectly.""
    }"
87,rec8vvFIRQth7j8sy,recavhovBsS2p3eZO,Rejected by CP,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 6 out of 8 hardskills required in the job description, and the degree subject is related to the job position. The candidate has all the language requirements, but the location does not match with the job location.""
    }"
88,rec8WeqqS8tGwymra,recGrGIFWaByaa5dg,Waiting list,,,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required for the job, which is 75% matched. The candidate has a Post Graduate Diploma in Marketing, which is 50% matched with the job requirement. The candidate has 3 out of 4 hardskills and a Post Graduate Diploma in Marketing, which is 75% matched with the job position. The candidate's location is not matched with the job location, which is 0% matched. The candidate's language is English, which is 100% matched with the job language.""
    }"
89,rec97O0GyoLisEhz2,recObvBwoSTSuFEll,Rejected by client,,-0.4,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has energy-management hardskill which is related to the job requirement. The candidate has Diplôme d'ingénieur degree which covers most of the job requirement. The candidate can go to the job location. The candidate can speak the language required by the job.""
    }"
90,rec9AGT3lOul7FYDP,recwMSrftJ7BbX5mZ,Rejected by CP,,-14.168,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.75,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The candidate has B.tech degree which covers some of the job requirement. The candidate has Python hardskill and B.tech degree which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
91,rec9G1UcYHanBl6NX,rec7MvbTywFTvWryg,Rejected by CP,,-0.5,"{
    ""Hardskill_Matching_Score"": 0.75,
    ""Degree_Subjects_Matching_Score"": 0.5,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 4 out of 5 hardskills required by the job, and the degree subject covers some of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French which are required by the job.""
    }"
92,rec9HejHnTQHmI7Q1,recMh3kDSANBvdJbu,Sent to Client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The degree subject of the candidate is not related to the job requirement. The candidate has Python hardskill and degree subject which is related to the job position. The candidate can go to the job location. The candidate can speak the language required by the job.""
    }"
93,,recONKansnIbXY6ij,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has hardskills related to the job requirements, degree subjects cover most of the job requirements, candidate is capable of the job position, candidate can go to the job location, and candidate can speak all the languages required for the job.""
    }"
94,rec9n1kJgaZwMeyzP,recMh3kDSANBvdJbu,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills in java and python which are related to the job requirement. The degree subjects of the candidate covers most of the job requirement. The candidate is capable of the job position. The candidate can go to the job location. The candidate can speak all the required languages.""
    }"
95,rec9oY2ukbZmT0Lnk,recTOLFUh69KqHf4t,Rejected by client,,,"{
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has two hardskills which are related to the job requirement, and the degree subject covers most of the job requirement. The candidate can work in the job location and can speak the required language.""
    }"
96,rec9q7BZ1rWDzKNWB,recMh3kDSANBvdJbu,Rejected by CP,,-0.292,"{
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of the 8 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can work remotely and can speak all the languages required for the job.""
    }"
97,rec9W5N4gL67lrYj7,recJHwegfLPOBlDmf,Candidate not interested,,,"{
    ""Hardskill_Matching_Score"": 0.5,
    ""Degree_Subjects_Matching_Score"": 0.8,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has .com hardskills which is related to the job requirement. The candidate has degree in Ingénieur commercial which covers most of the job requirement. The candidate has experience in business-development which is related to the job position. The candidate can go to europe/france which is the job location. The candidate can speak en,fr which is the job language.""
    }"
98,reca1WmK5qaT4bB1B,recMh3kDSANBvdJbu,Sent to Client,,,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has hardskills in java, python and selenium which are related to the job requirements. Candidate can work in the job location and can speak the required language.""
    }"
99,recA6QADpxm6Grzr2,recAtcVMDz425qUT3,Rejected by client,,-0.5,"{
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.8,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job. The candidate has all the language required, but the location is not matched.""
    }"
